iter	RMSE
207	3921.324619
208	3919.653567
209	3918.404424
210	3916.588097
211	3913.122162
212	3910.074648
213	3909.267487
214	3908.14477
215	3906.291587
216	3903.644204
217	3902.083814
218	3900.310677
219	3898.638992
220	3897.669705
221	3895.125426
222	3891.919646
223	3888.68678
224	3886.619475
225	3883.19428
226	3881.011844
227	3878.11301
228	3876.638235
229	3875.286363
230	3872.199508
231	3868.956127
232	3866.98031
233	3866.783162
234	3862.796072
235	3860.100984
236	3859.564507
237	3857.15126
238	3853.34225
239	3849.613183
240	3848.982199
241	3845.514698
242	3842.524687
243	3838.893065
244	3836.207212
245	3834.118691
246	3833.757603
247	3831.089824
248	3829.883081
249	3829.175749
250	3828.66176
251	3827.492246
252	3825.65738
253	3822.365186
254	3819.177352
255	3818.149944
256	3815.841001
257	3813.036643
258	3808.650924
259	3805.292457
260	3802.896363
261	3800.866832
262	3800.076621
263	3797.300326
264	3796.180212
265	3795.632946
266	3792.040345
267	3790.823837
268	3788.352882
269	3785.973509
270	3784.209777
271	3780.770988
272	3779.070911
273	3776.914808
274	3776.486335
275	3774.221263
276	3770.140844
277	3768.998735
278	3764.790692
279	3762.448776
280	3760.162032
281	3758.523582
282	3757.077268
283	3754.847922
284	3754.083513
285	3752.060265
286	3749.986198
287	3747.062648
288	3745.617511
289	3743.762471
290	3742.347783
291	3740.745125
292	3740.123993
293	3736.589713
294	3734.394186
295	3731.618429
296	3730.91133
297	3729.114947
298	3727.97476
299	3724.105613
300	3722.093463
301	3720.572108
302	3718.108005
303	3714.444544
304	3712.703584
305	3711.260295
306	3709.126651
307	3707.418534
308	3706.769591
309	3703.153634
310	3702.475573
311	3698.566847
312	3698.095226
313	3696.159886
314	3695.817654
315	3692.968073
316	3691.98393
317	3690.018486
318	3689.476596
319	3687.355464
320	3687.043244
321	3685.092285
322	3682.402789
323	3680.901425
324	3677.929861
325	3676.508857
326	3673.597472
327	3671.599027
328	3671.282779
329	3667.476337
330	3664.569051
331	3662.625486
332	3662.084205
333	3658.728788
334	3657.072833
335	3656.064631
336	3655.521258
337	3654.697828
338	3652.881215
339	3652.398255
340	3651.764318
341	3648.148798
342	3645.60852
343	3644.961825
344	3642.817669
345	3640.237846
346	3639.161149
347	3636.599622
348	3635.082285
349	3633.344137
350	3629.96689
351	3626.376853
352	3623.606517
353	3622.699176
354	3620.010547
355	3619.154012
356	3618.904407
357	3615.118555
358	3613.519374
359	3612.508646
360	3610.55361
361	3607.32753
362	3603.282321
363	3600.058449
364	3597.911241
365	3596.3115
366	3592.957105
367	3590.91296
368	3588.942169
369	3587.066745
370	3585.25665
371	3583.477945
372	3581.208778
373	3578.791098
374	3577.379478
375	3576.657278
376	3576.176712
377	3575.087825
378	3574.486829
379	3572.586916
380	3569.232972
381	3568.134355
382	3563.545664
383	3561.745306
384	3561.17989
385	3557.938785
386	3557.568365
387	3556.60171
388	3553.635816
389	3551.276036
390	3549.916842
391	3548.09723
392	3545.726467
393	3542.540386
394	3540.299568
395	3538.940657
396	3537.149991
397	3535.443859
398	3533.589635
399	3532.055657
400	3530.359971
401	3529.299385
402	3529.117285
403	3527.353313
404	3526.667742
405	3526.237935
406	3523.9998
407	3520.977077
408	3520.347722
409	3518.623063
410	3518.059853
411	3516.345314
412	3515.757942
413	3511.383916
414	3509.673726
415	3509.120673
416	3506.203915
417	3504.76312
418	3503.557909
419	3502.957035
420	3501.294014
421	3500.001526
422	3497.812002
423	3495.434032
424	3493.885737
425	3493.46578
426	3490.51829
427	3489.487414
428	3488.444775
429	3486.958498
430	3484.215372
431	3481.613573
432	3479.432174
433	3476.663428
434	3476.361434
435	3475.840936
436	3474.560805
437	3471.451124
438	3469.882887
439	3467.674263
440	3464.293223
441	3463.684133
442	3463.369225
443	3462.529516
444	3460.982099
445	3458.563249
446	3455.577258
447	3453.48238
448	3450.87311
449	3449.364332
450	3449.044141
451	3444.713115
452	3442.895907
453	3440.484485
454	3438.270411
455	3435.110451
456	3433.260191
457	3432.837357
458	3430.558239
459	3428.154108
460	3425.391017
461	3423.043919
462	3422.412945
463	3419.895089
464	3417.83003
465	3416.514012
466	3414.37568
467	3411.565939
468	3408.143383
469	3407.280976
470	3407.02272
471	3404.69464
472	3404.216144
473	3402.392264
474	3400.391858
475	3399.100958
476	3398.588702
477	3397.359501
478	3396.680971
479	3394.458403
480	3393.319596
481	3391.768723
482	3389.75309
483	3386.127382
484	3383.689237
485	3381.747611
486	3377.324431
487	3376.12787
488	3375.836776
489	3372.728381
490	3370.174839
491	3369.177426
492	3368.783251
493	3366.357987
494	3365.057547
495	3362.221972
496	3361.890777
497	3361.397778
498	3358.935113
499	3354.053956
500	3352.91312
501	3350.288999
502	3348.481855
503	3346.569031
504	3344.504601
505	3339.844099
506	3338.489404
507	3335.717004
508	3334.33747
509	3331.89844
510	3330.656924
511	3330.140043
512	3329.724859
513	3327.34394
514	3325.118282
515	3320.894456
516	3320.692002
517	3318.992877
518	3317.126563
519	3314.786015
520	3313.527337
521	3311.360361
522	3310.070872
523	3308.841733
524	3306.114979
525	3304.233671
526	3303.303815
527	3301.716746
528	3299.125077
529	3296.555364
530	3293.595481
531	3292.433349
532	3289.517905
533	3288.344632
534	3287.211423
535	3284.224103
536	3283.521204
537	3282.27063
538	3281.740507
539	3281.049074
540	3280.491772
541	3279.924522
542	3278.460109
543	3278.227777
544	3276.95324
545	3275.544712
546	3272.882069
547	3271.056757
548	3270.045186
549	3268.873305
550	3266.615291
551	3266.266782
552	3265.820189
553	3263.93483
554	3262.631036
555	3261.442654
556	3260.355598
557	3259.696961
558	3258.640415
559	3257.536481
560	3256.830811
561	3255.166158
562	3253.041693
563	3250.856335
564	3250.335176
565	3250.12858
566	3249.524797
567	3245.587231
568	3243.712217
569	3242.577724
570	3242.181469
571	3241.35129
572	3239.399696
573	3238.291394
574	3236.168347
575	3235.745098
576	3233.880882
577	3231.921402
578	3229.613604
579	3227.536896
580	3227.131767
581	3225.972586
582	3225.386749
583	3224.173127
584	3220.651973
585	3219.595802
586	3218.583207
587	3218.222371
588	3216.84502
589	3216.535519
590	3214.506529
591	3211.849812
592	3210.960197
593	3209.065387
594	3206.580955
595	3205.063347
596	3203.889322
597	3202.965879
598	3202.32997
599	3201.81607
600	3201.003179
601	3199.009556
602	3198.408799
603	3195.617192
604	3195.476453
605	3195.027078
606	3192.738767
607	3190.790301
608	3189.491486
609	3188.427341
610	3187.692585
611	3186.550016
612	3183.819009
613	3181.372905
614	3181.016654
615	3179.871854
616	3178.517264
617	3176.59979
618	3175.17521
619	3175.066954
620	3171.848042
621	3171.015613
622	3170.48713
623	3168.174792
624	3165.980527
625	3164.54292
626	3163.703648
627	3162.442155
628	3161.956015
629	3160.01445
630	3158.81204
631	3155.765174
632	3155.312399
633	3153.575992
634	3152.705981
635	3152.197283
636	3150.448339
637	3150.102384
638	3148.017992
639	3147.238211
640	3146.886988
641	3146.633318
642	3145.834169
643	3144.91391
644	3142.356767
645	3140.923378
646	3137.030526
647	3136.439495
648	3135.33559
649	3134.245664
650	3133.404311
651	3132.953321
652	3131.147225
653	3130.075308
654	3128.601489
655	3125.995758
656	3122.138431
657	3121.713219
658	3120.637495
659	3119.807753
660	3119.097838
661	3115.584559
662	3114.519769
663	3111.648747
664	3111.205235
665	3110.359434
666	3109.621192
667	3107.984239
668	3106.537706
669	3105.076145
670	3104.671196
671	3103.061769
672	3099.843158
673	3098.128765
674	3096.429215
675	3095.378329
676	3094.387336
677	3093.550986
678	3092.564298
679	3090.062429
680	3088.713838
681	3086.999809
682	3085.710785
683	3083.026034
684	3082.228623
685	3081.376607
686	3080.268257
687	3079.374064
688	3078.190014
689	3077.433279
690	3073.848464
691	3073.01406
692	3072.392941
693	3071.059904
694	3069.721377
695	3069.22718
696	3066.773155
697	3065.667056
698	3064.904134
699	3063.925608
700	3063.231245
701	3062.846462
702	3060.865018
703	3060.34261
704	3059.863034
705	3059.1594
706	3057.986359
707	3057.559107
708	3054.562928
709	3051.99163
710	3051.440584
711	3050.375108
712	3049.959663
713	3048.575142
714	3047.554287
715	3046.899101
716	3045.712368
717	3044.985191
718	3044.473254
719	3043.154401
720	3042.764897
721	3040.752428
722	3038.658119
723	3036.008251
724	3035.367607
725	3033.918859
726	3031.191099
727	3030.851986
728	3028.657263
729	3027.463314
730	3026.582907
731	3024.578733
732	3021.95273
733	3020.638801
734	3020.524305
735	3019.081565
736	3018.103483
737	3017.255358
738	3016.861791
739	3014.151215
740	3012.921688
741	3012.279893
742	3011.436148
743	3009.488403
744	3008.596575
745	3006.512792
746	3006.418117
747	3005.64891
748	3004.491985
749	3003.07664
750	3001.478668
751	3000.107603
752	2998.791712
753	2997.73487
754	2995.627173
755	2995.284212
756	2994.511661
757	2993.478943
758	2992.031407
759	2990.090141
760	2988.192636
761	2985.64245
762	2984.297544
763	2983.895982
764	2982.08414
765	2981.663363
766	2981.14917
767	2980.333397
768	2980.004103
769	2978.641018
770	2977.08797
771	2975.099224
772	2972.937107
773	2969.921691
774	2968.143555
775	2967.806949
776	2966.735349
777	2965.398983
778	2964.108091
779	2961.872933
780	2959.98138
781	2959.626617
782	2957.360676
783	2956.875874
784	2956.240596
785	2955.384484
786	2954.001855
787	2953.296636
788	2951.951414
789	2950.948503
790	2950.605132
791	2948.984632
792	2948.22223
793	2946.984037
794	2945.782319
795	2945.095998
796	2943.403441
797	2941.720521
798	2941.120023
799	2939.307828
800	2938.624792
801	2936.519279
802	2934.884687
803	2933.855348
804	2932.024068
805	2931.248786
806	2930.342607
807	2929.751275
808	2929.105183
809	2928.749005
810	2928.500454
811	2927.582285
812	2926.486529
813	2924.502856
814	2922.203318
815	2921.919844
816	2919.850002
817	2918.903308
818	2916.688849
819	2915.695335
820	2915.212002
821	2913.114274
822	2912.484842
823	2911.684954
824	2910.805312
825	2910.70259
826	2910.41219
827	2909.487031
828	2906.808127
829	2906.286425
830	2905.369556
831	2904.068672
832	2903.253324
833	2902.876146
834	2902.795894
835	2901.621223
836	2901.294606
837	2900.270308
838	2899.575231
839	2899.352238
840	2898.352628
841	2897.362248
842	2896.607945
843	2893.734178
844	2893.142745
845	2892.232812
846	2890.598842
847	2889.861611
848	2889.078837
849	2888.037614
850	2886.858114
851	2884.304759
852	2882.607917
853	2881.259792
854	2880.353725
855	2879.48151
856	2877.581848
857	2876.187361
858	2873.246283
859	2872.286516
860	2871.130949
861	2870.282035
862	2869.264469
863	2867.314249
864	2866.464112
865	2866.183831
866	2865.832238
867	2865.116925
868	2864.159156
869	2860.464509
870	2858.251723
871	2856.645145
872	2855.260736
873	2854.341339
874	2853.715547
875	2852.029324
876	2850.179464
877	2848.789845
878	2847.864884
879	2846.965317
880	2845.707997
881	2844.833164
882	2841.951212
883	2840.843566
884	2840.559806
885	2840.361854
886	2837.888302
887	2836.447644
888	2835.183539
889	2834.275958
890	2833.399294
891	2829.842289
892	2829.550116
893	2829.098198
894	2827.633949
895	2826.480027
896	2826.050806
897	2824.833302
898	2822.897245
899	2821.598057
900	2821.016269
901	2820.126692
902	2817.873122
903	2816.98901
904	2816.547081
905	2816.094908
906	2814.415968
907	2812.222327
908	2809.93375
909	2809.282967
910	2807.475208
911	2804.139956
912	2802.933609
913	2802.647612
914	2801.915533
915	2801.44018
916	2800.582071
917	2798.702646
918	2798.152666
919	2797.858228
920	2796.764414
921	2795.524888
922	2794.217067
923	2793.89399
924	2792.693703
925	2791.950077
926	2791.442049
927	2789.154919
928	2787.766898
929	2785.690407
930	2783.49796
931	2781.671626
932	2780.870805
933	2779.407938
934	2778.573074
935	2777.446699
936	2776.879758
937	2775.234919
938	2774.948683
939	2773.700257
940	2773.418497
941	2771.645425
942	2771.405181
943	2771.132507
944	2769.18254
945	2768.75064
946	2768.017896
947	2766.476907
948	2763.705091
949	2762.738484
950	2762.121455
951	2761.053124
952	2759.163511
953	2758.896387
954	2757.440164
955	2756.733435
956	2754.536632
957	2754.030185
958	2753.387456
959	2752.499246
960	2750.737409
961	2748.835662
962	2748.22311
963	2746.722754
964	2745.283811
965	2744.150992
966	2743.71301
967	2741.124752
968	2740.64886
969	2739.262475
970	2738.150798
971	2738.046522
972	2736.924259
973	2734.519501
974	2732.86983
975	2730.936638
976	2729.953651
977	2729.212897
978	2726.545168
979	2724.035929
980	2722.472191
981	2721.289615
982	2720.573446
983	2718.505631
984	2717.523977
985	2716.504564
986	2716.317668
987	2716.058863
988	2713.7698
989	2713.192987
990	2711.450566
991	2710.218818
992	2708.884795
993	2707.785874
994	2704.323691
995	2702.346251
996	2702.065508
997	2701.552749
998	2700.466106
999	2699.232507
